lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
17,1,119.0,1,9,4,1,1,0,2,1
128,1,94.5,8,3,4,3,0,3,2,1
349,0,130.0,10,4,3,2,0,0,2,0
36,1,100.0,10,28,3,2,1,0,2,1
0,0,65.0,4,12,2,1,0,0,1,0
61,0,116.1,5,11,4,3,0,3,2,0
66,0,94.5,4,13,4,2,0,3,2,1
73,1,126.9,6,9,4,2,0,0,2,1
33,1,125.1,7,23,4,1,2,3,2,1
12,1,171.33,9,18,4,1,2,0,2,1
59,0,72.0,12,17,3,1,1,0,2,1
118,0,123.3,10,27,4,3,2,0,2,0
1,0,0.0,8,20,1,1,0,0,1,1
168,0,72.25,8,8,3,3,1,0,2,1
94,0,80.75,5,2,3,3,1,0,2,1
55,2,159.3,5,13,4,2,1,0,3,1
43,0,74.8,11,25,4,2,2,3,2,0
159,1,130.05,8,3,4,4,0,0,3,0
1,0,67.0,9,6,2,2,0,0,1,1
115,2,70.03,4,26,4,4,0,0,2,1
103,0,126.0,12,6,4,1,0,0,3,0
47,2,139.5,10,9,4,1,2,0,2,1
69,0,121.5,5,7,4,1,2,0,2,1
15,1,118.0,8,29,4,2,1,3,2,1
308,0,71.91,12,29,4,3,2,3,2,0
66,1,141.9,9,1,4,3,0,0,2,1
37,0,125.12,11,6,4,3,2,0,1,0
174,1,159.3,9,20,4,5,1,0,3,0
113,2,76.5,8,22,4,1,0,0,2,0
100,2,140.0,9,28,3,4,0,1,2,1
100,0,62.86,4,12,4,3,0,0,2,1
109,1,76.5,7,16,4,1,0,0,2,0
42,0,60.0,11,5,3,3,0,0,2,1
28,1,103.46,9,27,4,3,0,0,2,0
338,1,45.33,10,7,3,2,1,0,2,1
89,0,114.3,7,5,4,3,0,0,2,0
130,2,82.59,4,16,4,3,2,0,2,1
11,1,148.0,9,5,4,3,1,0,2,1
43,1,107.1,7,3,4,1,2,3,2,1
142,0,85.5,6,28,4,2,0,3,2,0
6,2,159.0,9,25,4,1,2,3,1,1
10,2,122.0,9,5,4,3,2,0,2,1
16,0,82.8,2,5,4,2,0,0,2,1
151,2,76.5,8,21,4,3,2,0,2,1
14,1,100.0,11,2,4,1,0,3,1,1
63,1,161.1,8,6,4,1,0,0,2,1
0,1,117.04,9,22,4,2,0,3,2,1
36,1,88.0,12,27,4,1,0,3,2,1
29,0,66.0,2,9,3,3,0,0,2,1
8,1,116.78,8,17,4,3,0,0,2,1
66,0,89.75,6,20,3,1,1,0,2,1
51,2,154.88,5,11,4,4,0,0,3,1
143,0,64.26,5,2,4,4,1,3,2,1
26,1,99.0,2,1,4,3,1,0,2,1
62,0,106.2,4,1,4,2,1,0,2,1
13,2,88.4,12,19,4,5,1,0,2,1
336,0,84.13,9,21,3,6,2,0,2,1
32,0,85.0,10,24,3,3,1,0,2,1
68,1,92.35,8,29,4,5,2,0,1,1
41,1,67.5,2,12,4,2,1,3,2,0
1,1,145.0,9,22,4,2,0,0,2,1
13,1,118.51,5,29,4,2,2,0,2,1
89,1,96.3,4,12,4,3,0,0,2,1
75,1,180.2,1,2,4,1,0,0,2,1
56,1,62.32,3,6,4,3,2,0,2,1
45,0,67.0,11,28,2,0,1,0,1,1
4,2,88.26,12,7,4,4,0,3,2,1
0,4,0.0,10,6,1,1,0,0,2,1
175,0,72.25,8,3,3,9,3,0,2,1
66,1,170.9,12,29,4,5,0,0,2,1
179,1,108.9,10,1,4,1,2,0,2,0
37,0,85.5,9,10,3,1,2,0,2,1
276,3,60.29,11,13,4,1,2,0,2,1
1,0,129.0,4,6,4,1,0,3,2,1
29,0,81.2,1,24,4,1,2,0,2,0
6,2,180.0,7,2,4,2,2,0,3,1
35,0,78.3,1,13,4,2,0,0,2,0
169,0,130.05,7,25,4,5,1,0,3,0
58,2,90.68,10,31,4,3,1,3,2,1
1,0,116.0,9,4,3,2,0,0,2,1
30,2,110.77,10,19,4,3,0,0,1,1
33,1,95.0,1,25,2,1,1,0,3,1
243,1,95.58,6,19,4,0,2,0,2,1
191,1,130.5,8,23,4,2,0,0,2,0
120,0,72.25,7,20,3,4,0,0,2,0
118,1,186.3,7,24,4,0,2,0,2,1
80,1,122.4,12,31,4,1,0,0,2,1
51,0,54.09,3,11,4,2,2,0,2,0
46,0,118.8,10,10,3,1,0,1,2,1
115,2,88.4,12,18,4,2,2,0,2,1
69,1,75.0,12,1,3,3,0,0,2,1
172,0,108.9,10,4,4,3,0,0,2,0
59,0,135.9,9,26,4,1,1,0,2,1
166,1,127.8,8,12,4,2,1,0,2,0
0,0,95.0,10,5,2,1,0,0,1,1
5,0,65.0,10,27,2,1,0,0,1,1
39,1,115.0,3,13,3,1,2,0,3,1
3,0,166.25,9,26,2,1,1,0,1,1
32,1,136.52,8,14,4,0,1,0,2,1
23,1,116.03,9,30,4,4,0,0,2,1
63,0,63.75,8,22,3,0,1,3,2,1
8,1,188.01,10,29,4,1,2,0,2,1
58,1,72.69,11,2,4,4,0,0,2,1
13,0,95.0,4,19,0,4,0,0,1,1
94,1,79.2,11,3,4,3,1,3,2,1
7,0,113.6,9,16,3,2,0,0,1,1
86,1,76.5,4,2,4,1,2,3,2,0
4,1,104.0,4,16,4,1,1,3,1,1
10,1,126.0,10,20,4,3,0,0,2,1
1,0,65.0,11,11,3,5,2,0,1,1
179,1,72.25,7,19,3,3,0,0,2,1
213,0,118.65,9,27,4,4,0,0,1,0
15,1,84.0,8,13,2,1,1,0,2,1
124,0,99.45,5,5,4,3,1,0,1,1
0,1,109.0,10,1,2,1,0,0,1,1
68,1,65.0,12,2,2,1,0,0,1,1
164,1,89.25,8,3,4,4,0,3,2,1
145,1,116.55,6,21,4,2,0,0,2,0
102,0,68.0,12,5,3,3,1,0,2,1
99,2,166.4,8,8,4,2,1,0,3,0
0,0,75.0,3,20,3,0,1,0,1,1
42,2,63.0,11,20,3,2,0,0,2,1
0,0,0.0,10,10,1,0,1,0,2,1
96,1,116.1,5,23,4,0,1,3,2,1
33,1,80.3,2,5,4,2,1,0,2,1
32,0,58.0,1,25,3,2,1,0,2,1
15,0,102.0,12,29,4,3,1,3,2,1
107,1,108.0,10,21,4,2,1,3,2,1
11,1,138.5,8,15,3,1,2,1,3,1
30,0,126.9,6,22,4,1,0,0,2,0
3,4,155.68,9,20,4,3,0,0,0,1
6,1,133.5,3,26,4,2,2,0,2,1
21,0,105.0,9,2,4,2,0,0,2,0
0,0,97.0,5,9,4,0,1,0,1,1
4,0,84.0,1,22,4,2,0,3,2,1
151,0,198.59,8,19,4,3,2,0,2,0
113,0,129.6,9,14,4,3,0,0,2,0
56,3,74.8,11,11,4,2,2,3,2,1
2,1,171.0,8,6,4,1,0,0,2,1
210,0,0.0,10,8,4,3,1,1,1,1
14,2,149.67,9,11,4,1,2,0,2,1
65,0,177.3,7,27,4,3,0,0,2,0
2,0,113.05,5,28,4,3,2,0,2,0
21,2,142.0,3,1,4,2,0,0,3,1
48,2,121.8,4,25,4,2,1,0,2,1
3,1,89.0,4,24,4,0,1,3,2,1
4,1,133.98,11,20,4,0,1,0,2,1
7,0,65.0,8,19,2,2,0,0,2,1
53,0,135.9,8,4,4,3,1,0,2,0
19,1,149.0,9,23,4,2,0,3,1,1
200,0,150.45,9,20,4,5,1,0,3,0
72,1,120.6,6,22,4,2,0,0,2,1
1,0,109.8,8,17,4,1,0,0,2,1
0,0,0.0,11,19,1,1,0,0,1,1
8,0,119.0,5,25,4,1,0,3,1,0
0,0,100.37,9,27,4,1,0,3,2,1
0,0,138.0,8,12,4,3,0,0,2,1
34,0,65.0,7,19,2,1,0,0,1,1
0,0,72.8,1,14,4,1,0,0,2,1
95,2,108.0,10,8,4,2,2,3,2,1
11,3,116.71,10,23,4,5,2,3,1,1
96,1,94.35,4,9,4,3,2,0,2,1
66,2,149.4,9,15,4,3,0,0,2,1
6,0,66.0,2,4,3,3,0,0,2,1
138,2,122.4,8,17,4,4,1,0,2,1
12,0,117.0,12,15,4,3,0,0,2,1
40,0,85.0,10,24,3,3,1,0,2,1
57,0,101.52,9,21,3,2,0,0,2,1
64,2,74.61,12,25,4,2,2,0,2,1
40,0,140.4,5,17,4,3,0,0,2,1
61,0,135.9,9,18,4,1,2,0,2,0
20,0,116.0,6,8,3,2,0,0,1,1
18,1,129.33,10,16,4,2,1,3,2,1
25,1,135.0,9,15,4,3,2,3,2,0
82,1,103.5,7,25,4,3,1,3,2,1
24,1,0.0,11,18,1,2,0,0,2,1
61,0,140.4,5,28,4,1,0,0,2,0
94,0,152.1,8,14,4,2,2,1,2,0
57,2,79.2,12,1,4,1,0,3,2,1
86,0,118.8,7,13,4,4,0,0,2,0
120,1,72.25,12,29,4,2,0,0,2,1
153,1,96.9,7,3,3,3,2,0,3,1
68,1,130.9,4,1,4,3,2,1,2,1
91,1,90.45,10,30,4,2,2,0,2,1
57,0,126.36,6,3,4,1,0,0,2,0
17,2,138.0,9,4,4,0,1,0,2,1
4,1,120.0,6,6,3,3,1,0,2,1
9,1,125.33,4,8,4,2,1,0,2,1
138,1,139.5,8,9,4,2,0,0,2,1
156,1,85.0,11,16,4,4,0,0,2,0
0,1,144.67,7,8,4,2,1,3,2,1
58,1,85.85,3,28,4,4,1,0,2,0
290,2,90.95,10,24,4,4,1,0,2,1
112,1,149.75,9,16,3,4,2,1,3,1
5,0,73.15,11,15,4,3,2,3,1,1
151,0,204.0,8,17,4,3,0,1,3,0
54,0,146.7,7,2,4,5,2,0,2,0
20,1,86.4,9,1,3,5,2,0,2,1
58,0,131.4,6,28,4,5,1,0,2,0
20,1,134.1,9,22,4,3,0,3,2,1
60,0,156.6,12,23,4,1,0,0,2,0
75,0,67.5,3,15,4,2,0,3,2,1
52,0,109.65,5,7,4,5,2,3,2,0
105,0,75.0,10,12,4,3,0,0,2,0
34,0,149.4,8,10,4,1,0,0,2,0
150,1,76.36,10,28,4,2,1,0,2,1
21,1,123.2,11,10,4,1,0,3,1,1
113,0,72.25,7,15,3,2,2,0,2,1
103,0,125.0,12,31,3,2,2,0,2,1
53,1,81.7,3,17,4,3,1,3,1,1
61,0,75.0,11,19,3,1,2,0,2,1
76,1,93.6,11,22,4,1,0,0,2,1
3,1,106.0,2,18,4,1,0,0,2,1
113,0,80.14,5,10,4,5,2,0,1,0
86,0,134.1,8,14,4,0,1,0,2,0
114,1,106.74,4,30,4,5,2,0,2,0
20,2,171.13,11,7,4,3,1,3,1,1
18,1,150.5,9,22,4,3,1,0,2,1
71,0,152.1,8,19,4,1,0,0,2,0
168,3,132.3,5,29,4,0,1,0,2,1
64,0,67.0,12,17,2,1,1,0,1,1
52,0,72.0,12,9,3,2,1,0,2,1
39,0,80.75,9,18,3,2,2,0,2,1
86,2,108.0,10,10,4,2,1,3,2,1
54,0,75.0,4,2,3,1,2,0,2,1
61,1,96.9,12,7,4,4,0,0,2,1
58,1,116.1,6,17,4,2,1,3,2,1
106,2,113.4,10,7,4,2,1,0,1,1
117,0,94.5,8,1,4,1,2,1,2,0
54,2,174.9,3,27,4,1,2,0,2,1
197,0,96.3,10,29,4,1,2,0,2,0
166,0,128.7,8,29,4,0,1,0,3,0
47,0,92.0,11,11,4,1,0,0,1,1
19,0,126.0,10,12,4,2,1,0,1,1
9,1,81.0,2,17,4,1,0,3,2,1
72,2,175.5,11,9,4,2,0,0,2,1
94,1,125.1,4,28,4,2,0,0,2,1
31,1,76.23,12,19,4,1,0,3,3,1
47,2,83.16,10,2,4,0,2,3,2,1
126,1,76.58,5,4,4,4,0,0,2,1
109,1,216.0,11,8,3,4,0,0,1,0
18,2,149.0,9,23,4,2,0,3,1,1
1,1,135.0,6,22,4,1,0,0,1,1
33,0,108.9,5,25,4,1,0,0,1,1
93,1,122.4,11,3,4,3,0,0,3,1
68,2,90.0,4,11,3,2,1,0,2,1
186,0,80.0,4,22,3,1,0,0,2,1
36,0,110.0,9,11,2,3,2,0,1,1
140,0,116.1,9,7,4,2,0,3,2,0
217,1,168.3,8,27,4,1,1,0,2,0
11,2,155.0,10,9,4,1,0,0,2,1
7,0,148.0,8,11,4,2,0,3,2,1
66,0,75.0,11,24,3,3,0,0,2,1
293,0,93.67,12,25,4,6,4,0,2,0
34,0,85.5,9,18,3,0,1,0,2,1
10,0,112.0,2,19,4,2,0,0,1,1
109,0,72.25,8,26,3,2,2,0,2,1
196,2,55.96,8,16,4,5,2,0,2,1
38,0,122.4,6,18,3,1,1,0,3,1
180,1,112.2,8,10,4,4,2,0,2,0
0,1,0.0,2,17,1,1,0,0,2,1
11,1,96.0,11,3,4,1,0,0,2,1
66,0,154.8,6,4,4,1,1,0,3,0
69,3,171.2,1,1,4,2,0,0,2,1
49,1,75.0,11,15,3,3,0,0,2,1
0,1,150.0,10,1,4,1,2,0,1,1
42,0,131.4,4,5,4,3,0,0,1,0
60,1,84.58,10,16,3,2,2,0,2,1
59,1,123.98,9,5,4,3,1,0,2,1
117,0,71.4,11,6,2,2,2,0,2,1
15,0,90.95,11,10,4,4,0,0,2,1
147,1,123.3,8,14,4,1,2,0,2,1
71,1,90.56,10,8,4,3,1,0,2,1
160,1,72.25,8,7,3,0,2,0,2,1
28,1,89.0,2,10,4,2,0,0,2,1
110,0,94.5,7,25,3,1,2,1,2,1
134,1,94.5,7,17,4,0,1,3,2,0
55,0,56.0,2,24,3,2,0,0,2,1
15,0,86.0,2,18,3,3,0,0,1,1
0,0,0.0,2,6,4,1,0,3,1,1
64,0,88.5,3,22,3,4,0,1,2,1
7,0,67.0,3,2,3,2,0,0,2,1
17,0,144.0,2,12,4,2,1,1,2,1
64,1,130.0,5,17,2,2,0,0,1,1
2,0,65.0,12,17,2,2,0,0,1,1
9,0,142.0,8,16,4,5,1,0,2,0
65,0,99.9,6,21,4,3,0,0,2,1
145,0,94.5,8,29,3,1,2,1,2,0
117,1,85.0,12,13,4,5,0,0,1,0
2,1,104.0,4,11,4,1,1,3,2,1
5,0,84.33,3,22,4,3,0,0,2,1
35,1,100.1,3,2,4,2,0,0,2,0
133,1,76.5,8,14,4,2,2,0,2,1
130,0,68.0,7,31,4,11,4,0,1,0
58,3,159.3,5,13,4,2,0,0,3,1
230,0,111.0,9,6,4,5,0,0,1,0
108,1,86.4,6,26,4,2,2,0,1,1
56,1,93.6,12,8,4,3,0,0,2,1
4,1,136.0,5,29,4,1,2,0,2,1
2,1,129.0,6,18,4,1,0,3,2,1
8,1,99.46,8,22,4,5,1,0,2,1
1,0,126.0,10,1,4,1,0,0,2,1
57,2,82.45,3,11,4,2,2,0,2,1
37,0,0.0,1,22,4,0,0,0,2,1
90,0,91.8,8,10,3,2,0,3,2,1
247,0,109.0,6,6,3,1,1,1,2,0
207,0,90.95,8,5,4,3,2,0,2,0
139,1,130.5,8,9,4,5,0,0,2,1
13,2,140.0,10,17,4,2,1,3,2,1
131,0,80.75,6,19,4,3,2,0,2,0
5,1,107.5,12,10,4,1,1,0,2,1
29,0,71.3,3,23,3,5,2,1,1,1
39,0,72.0,11,19,3,1,2,0,2,1
45,1,94.5,10,22,4,2,0,0,2,1
184,0,137.28,9,22,4,3,2,0,2,0
40,0,72.0,4,27,4,1,0,3,1,1
44,1,104.4,3,31,4,1,0,0,1,1
24,0,94.8,10,25,4,0,2,0,1,1
208,0,96.3,10,22,4,3,2,0,2,0
74,0,68.0,7,23,3,2,2,0,1,1
3,1,195.0,9,26,4,1,1,0,2,1
6,0,79.0,7,12,2,1,0,0,1,1
4,0,154.0,3,5,4,1,0,1,2,0
16,0,170.0,11,9,3,1,0,0,2,1
81,2,123.0,10,21,4,4,2,0,2,0
60,0,132.7,7,4,4,1,1,0,1,0
64,1,86.4,11,18,4,2,0,0,1,0
141,1,111.15,6,5,4,0,2,0,1,1
95,1,119.85,4,30,4,3,2,0,2,1
14,1,72.0,5,18,3,4,0,0,2,1
44,0,173.0,2,8,4,1,1,0,2,1
99,1,114.3,4,28,4,2,0,0,2,1
159,0,68.55,7,3,4,2,2,0,2,0
74,0,90.95,5,2,3,4,1,0,2,1
1,0,47.25,8,29,3,1,2,1,2,1
2,1,101.0,4,21,4,1,0,0,2,1
60,1,102.68,6,9,3,1,0,0,2,1
20,1,117.55,7,30,4,1,2,0,2,1
194,2,96.3,10,29,4,1,2,0,2,0
113,0,107.55,7,18,4,3,1,0,2,0
181,0,85.5,8,27,4,1,2,3,2,0
98,0,73.95,3,16,4,4,0,0,2,1
49,0,161.1,11,7,4,2,1,3,1,0
8,0,111.5,12,3,4,1,1,0,2,1
218,0,80.0,10,13,3,3,0,0,1,1
58,0,88.2,3,24,4,1,0,3,2,0
141,1,82.45,7,5,3,5,2,0,2,1
32,2,97.92,10,5,4,4,1,0,2,1
221,0,90.0,10,17,3,1,2,0,3,1
8,0,96.0,3,8,4,1,0,0,1,1
7,2,98.13,11,24,4,3,1,0,2,1
183,0,110.0,9,8,4,3,0,0,2,0
47,0,140.4,6,16,4,3,1,0,2,0
49,0,60.0,11,9,3,2,1,0,2,1
30,0,99.0,4,13,4,4,0,3,2,0
21,2,105.0,9,5,4,1,1,0,2,1
185,1,124.46,9,3,4,5,2,0,2,0
22,0,164.33,6,27,4,5,1,0,2,0
33,1,154.8,3,25,4,2,2,0,3,1
126,1,93.17,8,6,4,1,2,3,2,1
5,1,0.0,5,9,1,0,1,0,1,1
15,2,148.5,4,7,4,3,1,0,3,1
151,0,70.0,1,19,3,2,0,0,1,1
93,1,80.75,6,3,3,2,0,0,2,1
4,0,66.0,2,23,2,1,0,0,1,1
7,0,125.8,12,29,4,3,1,0,2,1
4,0,87.2,8,2,3,1,0,3,2,1
140,0,94.5,7,17,4,0,2,3,2,0
39,0,76.5,3,11,4,2,1,0,1,0
41,1,69.29,12,27,3,5,2,0,2,1
207,0,81.6,8,13,4,6,4,3,2,0
19,1,118.67,10,3,4,1,2,0,3,1
42,0,69.22,3,2,4,3,0,0,2,1
12,0,122.33,4,27,4,3,0,3,2,1
175,0,78.88,10,27,3,3,2,0,2,1
38,0,96.3,10,20,4,5,0,0,2,1
9,0,104.0,6,22,4,2,0,0,1,1
308,0,52.0,11,25,4,2,0,0,2,0
35,1,135.9,8,15,4,1,1,0,2,1
223,0,86.63,7,24,4,1,2,0,2,0
69,0,102.6,11,4,4,2,0,0,2,1
3,1,0.0,7,30,1,1,1,0,1,1
6,2,148.39,12,18,4,1,2,0,2,1
16,0,135.8,6,1,4,4,0,0,2,1
101,0,78.3,3,18,4,2,0,0,2,1
55,0,85.5,8,30,3,6,2,0,2,1
4,1,122.48,12,29,4,3,1,0,2,1
5,0,84.0,9,26,2,0,1,0,2,1
5,1,99.0,4,11,3,1,1,3,1,1
154,2,104.1,10,30,4,1,2,0,2,0
90,0,80.75,4,16,4,2,2,0,1,1
160,1,131.4,9,29,4,3,1,0,2,0
0,0,75.0,12,21,4,0,1,3,2,1
0,1,0.0,3,9,1,1,0,0,1,1
37,1,51.05,12,9,4,3,2,3,1,1
88,0,152.87,8,23,4,5,2,0,3,1
84,0,100.33,12,31,3,3,0,1,2,1
97,0,78.95,5,2,4,4,1,3,2,1
56,1,132.6,5,14,4,2,2,0,2,1
49,0,112.0,11,4,3,2,1,0,2,1
2,1,45.0,4,20,2,1,0,0,1,1
71,0,95.0,9,22,3,3,0,0,2,1
60,0,71.6,4,11,4,3,1,0,2,1
106,0,89.25,9,4,4,2,0,0,2,0
81,0,95.2,3,26,4,2,2,0,2,0
80,1,93.25,7,25,3,1,1,0,2,1
3,1,67.0,3,3,2,1,0,0,1,1
18,1,82.39,10,2,4,1,0,0,2,1
42,2,112.0,11,4,3,2,1,0,2,1
98,1,90.6,10,30,4,1,2,0,2,1
88,1,85.5,4,3,4,0,2,3,2,0
104,2,91.6,12,25,4,1,2,0,0,1
60,0,84.45,3,5,4,3,2,0,2,1
204,0,73.65,8,26,4,2,1,0,2,0
2,1,95.0,11,11,2,1,0,0,2,1
111,1,86.9,9,1,4,3,0,3,2,1
104,0,143.1,6,9,4,3,0,0,2,0
2,1,118.0,5,8,4,0,2,0,2,1
94,1,75.89,4,7,4,5,2,3,2,0
18,1,80.85,9,5,4,1,1,0,2,1
129,0,114.3,8,6,4,4,2,0,2,0
32,2,87.78,12,14,4,3,0,0,2,1
86,1,88.83,3,23,4,4,0,0,2,0
35,1,110.7,6,26,4,3,2,0,2,1
10,0,156.5,9,3,4,2,2,0,2,0
0,0,106.33,11,27,4,1,2,0,2,1
110,1,78.1,11,12,4,2,2,3,2,1
43,2,108.0,11,3,4,1,0,0,2,1
21,1,109.0,10,29,4,2,2,3,1,1
271,1,144.63,12,26,4,5,2,1,2,0
228,1,136.19,12,29,4,4,2,0,2,0
15,2,102.0,12,28,4,4,0,3,2,1
52,0,79.2,9,5,4,0,1,3,2,1
59,0,122.83,4,27,4,4,0,0,2,0
8,0,72.0,2,23,3,2,0,0,1,1
119,0,106.25,10,24,3,3,1,1,2,1
86,1,79.5,4,5,4,3,0,3,2,1
97,2,96.3,4,8,4,2,0,0,2,1
26,2,95.0,9,5,4,1,1,0,1,1
131,0,177.3,7,15,4,1,0,0,2,0
203,0,87.99,8,17,4,3,0,0,2,0
0,0,65.0,9,27,2,0,2,0,1,1
98,0,126.9,5,7,4,1,0,0,2,0
20,0,76.81,9,1,4,5,2,0,2,1
15,2,225.2,7,26,4,3,0,0,2,1
81,1,76.5,4,3,4,1,2,0,1,1
19,1,101.27,4,4,4,2,1,0,2,1
5,1,123.0,10,19,4,3,1,3,2,1
259,2,131.43,12,28,4,4,1,0,2,1
26,0,118.5,10,26,4,1,0,0,2,0
111,0,137.7,7,24,4,1,2,0,3,0
50,2,135.9,8,16,4,3,0,0,2,1
0,0,115.0,8,10,4,3,1,3,2,1
85,2,140.27,7,10,4,5,2,0,3,1
198,1,136.5,7,30,3,2,2,0,2,0
18,2,96.0,9,13,4,2,2,0,2,1
20,0,122.6,7,28,4,2,0,0,2,1
0,2,81.6,12,14,4,5,2,0,2,1
43,1,75.54,6,9,4,1,0,3,2,0
77,2,168.3,9,2,4,2,1,0,3,1
62,1,116.1,5,25,4,1,0,3,2,1
37,0,67.5,11,12,3,1,0,0,1,1
0,1,140.25,10,24,4,2,2,0,2,1
168,0,82.28,10,4,3,4,0,0,2,0
9,1,148.5,5,10,4,4,0,0,2,1
50,0,107.1,6,29,4,3,0,3,2,0
3,1,126.0,9,14,4,0,1,0,2,1
154,2,112.5,7,1,4,2,1,0,2,0
208,0,77.51,8,13,4,5,2,0,2,0
163,1,119.7,5,20,4,2,1,0,2,0
44,1,107.5,3,20,4,3,2,0,2,1
12,0,65.0,10,27,2,1,0,0,1,1
53,0,79.2,12,15,4,3,0,3,2,1
5,1,139.0,7,14,4,3,1,3,2,1
57,0,99.9,6,20,4,3,1,0,1,0
85,0,90.95,4,13,4,5,2,0,2,0
26,2,119.0,10,21,4,2,0,3,2,1
175,2,112.5,7,23,4,1,1,0,2,0
70,1,90.56,4,14,4,3,1,3,2,1
139,0,130.99,7,13,4,7,2,0,2,0
4,1,112.0,5,21,3,1,1,1,2,1
81,0,131.4,8,5,4,2,0,0,2,0
0,2,156.0,8,26,4,1,0,0,2,1
8,0,73.9,1,12,4,2,0,0,1,1
19,1,57.59,11,26,4,2,2,3,2,1
48,0,112.5,8,29,4,2,1,0,2,1
34,0,126.9,5,1,4,1,2,0,2,0
12,1,93.0,2,26,4,2,0,0,2,1
230,1,90.9,9,2,4,2,1,0,1,1
31,1,0.0,4,9,4,1,1,0,2,1
51,1,120.7,4,26,4,5,0,0,2,1
93,1,132.6,5,19,4,4,2,0,2,1
0,1,98.0,8,7,4,0,1,3,2,1
15,1,81.0,12,27,3,1,0,0,3,1
74,0,139.95,7,11,4,3,1,0,3,0
100,1,94.5,7,23,4,1,2,3,2,1
5,2,189.43,4,26,4,3,0,0,2,1
262,0,104.55,12,26,4,3,1,0,3,1
75,0,89.75,10,1,3,1,0,0,2,1
51,0,60.0,11,12,3,3,2,0,2,1
144,0,140.76,8,12,4,5,2,0,3,0
22,2,196.0,7,24,4,1,2,0,3,1
5,0,231.0,8,3,4,1,0,0,2,0
200,0,130.05,12,24,4,5,2,1,2,1
9,2,122.33,9,3,4,4,2,0,2,1
5,1,111.0,7,20,4,1,0,0,2,1
5,1,71.84,2,24,4,1,0,0,1,1
37,0,67.0,3,13,2,0,1,0,1,1
85,0,140.4,5,3,4,3,0,0,2,1
99,0,94.5,7,25,4,3,1,3,2,0
0,0,95.1,10,28,4,2,0,0,2,1
104,0,80.75,9,18,3,1,2,0,2,1
31,0,26.35,4,23,3,4,2,0,2,0
1,0,149.0,7,7,4,1,0,3,2,0
246,1,114.75,10,13,4,3,2,0,2,0
115,1,136.1,6,6,4,2,1,0,2,1
0,1,162.0,8,7,4,2,0,3,2,1
1,1,95.48,6,15,4,1,0,3,1,1
60,2,123.3,9,1,4,3,0,0,2,1
152,0,136.68,9,16,3,4,2,1,3,0
31,0,85.5,9,11,3,1,2,0,2,0
13,0,91.0,6,23,4,1,0,0,2,1
4,0,68.0,2,14,2,1,2,0,1,1
13,2,80.0,8,18,4,2,0,0,1,1
254,1,100.7,7,9,4,1,0,0,2,0
15,2,115.0,9,16,4,1,0,3,2,1
28,0,171.87,10,8,4,1,1,0,2,1
149,0,127.5,7,20,4,3,0,0,2,0
32,0,115.1,4,17,4,0,1,3,3,0
9,0,167.0,4,22,4,2,1,0,3,0
16,0,89.0,11,25,3,2,0,0,2,1
45,1,125.1,9,18,4,1,2,3,2,1
117,1,123.3,7,29,4,2,0,0,2,1
8,1,189.0,8,8,4,1,1,1,2,0
9,0,89.0,4,19,4,1,0,3,2,0
65,0,132.6,5,9,4,3,1,0,1,0
85,0,81.9,4,1,4,2,0,0,1,1
61,1,111.6,12,30,4,4,1,0,2,1
130,2,104.4,10,29,4,1,2,0,1,1
151,1,97.75,8,11,4,3,2,0,2,1
117,1,87.67,5,31,4,4,0,0,2,1
101,0,80.75,10,23,3,1,2,0,2,1
27,0,43.43,2,11,3,5,2,0,2,1
29,0,79.0,3,18,4,1,0,3,2,1
59,0,74.83,3,31,3,3,0,0,2,1
1,0,119.0,6,1,4,1,0,3,2,1
98,0,71.4,9,21,3,3,1,0,2,0
4,3,191.0,4,11,4,2,1,0,2,1
34,1,95.47,10,2,4,3,2,0,2,1
153,0,116.1,9,4,4,0,2,3,2,0
1,0,67.0,3,30,2,3,0,0,1,1
80,1,96.3,4,8,4,2,0,0,2,1
157,0,91.38,7,11,4,3,1,3,2,0
155,1,83.12,8,9,4,4,0,0,2,1
19,1,75.0,1,21,4,1,0,3,1,1
53,0,75.0,11,11,3,2,2,0,2,1
14,0,187.0,7,3,4,1,2,0,2,0
71,1,105.0,11,11,4,2,1,0,2,1
2,0,86.0,2,7,4,0,1,0,1,1
31,0,78.3,2,7,4,0,2,0,2,0
33,1,67.5,8,5,4,4,0,0,2,0
0,1,65.0,7,12,2,1,0,0,1,1
83,1,76.5,8,2,4,1,2,0,2,1
71,0,168.3,8,14,4,1,2,0,3,0
11,0,77.0,10,19,3,2,1,0,1,1
44,0,150.3,7,1,4,2,0,0,3,0
194,1,114.75,8,8,4,3,1,0,2,0
137,1,90.0,11,15,4,2,0,0,2,0
130,1,113.05,5,12,4,3,1,0,2,0
12,0,73.0,2,16,2,1,0,3,1,1
1,0,70.0,8,11,2,2,0,0,1,0
0,1,0.0,9,20,1,0,2,0,1,1
1,1,88.0,6,13,4,0,1,3,2,1
110,0,89.25,4,30,4,2,2,3,2,0
36,1,88.0,12,9,4,2,1,3,2,1
222,1,90.95,8,13,4,2,2,0,2,1
8,2,92.17,4,5,4,4,0,0,2,1
6,0,68.0,12,4,3,2,2,0,2,1
18,1,93.0,2,19,4,2,0,0,2,1
